name,nametype,class,mass (g),discovery,year
Elephant Moraine 96307,Valid,H6,2.4,Found,1996.0
Elephant Moraine 96310,Valid,H4,6.8,Found,1996.0
Elephant Moraine 96315,Valid,H6,46.6,Found,1996.0
Elephant Moraine 96318,Valid,H6,2.5,Found,1996.0
Elephant Moraine 96334,Valid,H6,5.6,Found,1996.0
Elephant Moraine 96338,Valid,H6,62.6,Found,1996.0
Elephant Moraine 96342,Valid,H6,3.9,Found,1996.0
Elephant Moraine 96344,Valid,H6,2.7,Found,1996.0
Elephant Moraine 96347,Valid,H5,115.1,Found,1996.0
Elephant Moraine 96348,Valid,H6,86.9,Found,1996.0
Elephant Moraine 99401,Valid,H5,604.6,Found,1999.0
Elephant Moraine 99404,Valid,H4,339.6,Found,1999.0
Elephant Moraine 99406,Valid,H5,112.9,Found,1999.0
Elephant Moraine 99411,Valid,H6,223.8,Found,1999.0
Elephant Moraine 99412,Valid,H5,250.0,Found,1999.0
Elephant Moraine 99413,Valid,H5,172.7,Found,1999.0
Elephant Moraine 99414,Valid,H5,121.0,Found,1999.0
Elephant Moraine 99415,Valid,H5,98.2,Found,1999.0
Elephant Moraine 99416,Valid,H5,187.7,Found,1999.0
Elephant Moraine 99417,Valid,H5,89.2,Found,1999.0
Elephant Moraine 99421,Valid,H5,65.7,Found,1999.0
Elephant Moraine 99422,Valid,H5,240.0,Found,1999.0
Elephant Moraine 99423,Valid,H5,169.5,Found,1999.0
Elephant Moraine 99425,Valid,H5,61.9,Found,1999.0
Elephant Moraine 99426,Valid,H5,31.6,Found,1999.0
Elephant Moraine 99427,Valid,H5,38.8,Found,1999.0
Elephant Moraine 99428,Valid,H5,63.8,Found,1999.0
Elephant Moraine 99429,Valid,H5,20.9,Found,1999.0
Elephant Moraine 99431,Valid,H5,26.4,Found,1999.0
Elephant Moraine 99432,Valid,H5,18.2,Found,1999.0
Elephant Moraine 99433,Valid,H6,12.2,Found,1999.0
Elephant Moraine 99435,Valid,H6,2.0,Found,1999.0
Elephant Moraine 99436,Valid,H6,4.2,Found,1999.0
Elephant Moraine 99438,Valid,H5,1.5,Found,1999.0
Elephant Moraine 99441,Valid,H6,2.2,Found,1999.0
Elephant Moraine 99442,Valid,H5,0.3,Found,1999.0
Elephant Moraine 99445,Valid,H5,4.9,Found,1999.0
Elephant Moraine 99446,Valid,H5,15.1,Found,1999.0
Elephant Moraine 99447,Valid,H6,1.0,Found,1999.0
Elephant Moraine 99448,Valid,H5,7.0,Found,1999.0
Elephant Moraine 99449,Valid,H5,10.9,Found,1999.0
Elephant Moraine 99451,Valid,H5,19.3,Found,1999.0
Elephant Moraine 99452,Valid,H5,14.6,Found,1999.0
Elephant Moraine 99454,Valid,H5,25.0,Found,1999.0
Elephant Moraine 99456,Valid,H5,41.8,Found,1999.0
Elephant Moraine A79007,Valid,H5,199.9,Found,1979.0
Elida (c),Valid,H5,385.5,Found,1968.0
Elkhart,Valid,H5,573.0,Found,1936.0
Ellis County,Valid,H6,4692.0,Found,1948.0
Elm Creek,Valid,H4,7000.0,Found,1906.0
El-Oued,Valid,H4,2305.0,Found,1952.0
Elsinora,Valid,H5,1797.0,Found,1922.0
Enigma,Valid,H4,94.0,Found,1967.0
Erg Tiferine,Valid,H5/6,325.0,Found,2001.0
Erldunda,Valid,H5,190.0,Found,1992.0
Erofeevka,Valid,H4,1771.9,Found,1937.0
Escaln,Valid,H4,54.3,Found,1979.0
Essex,Valid,H5,5000.0,Found,2002.0
Estacado,Valid,H6,290000.0,Found,1883.0
Estacin Imilac,Valid,H5,1908.0,Found,2004.0
Euclid,Valid,H5,2500.0,Found,1970.0
Eunice,Valid,H5,2300.0,Found,1961.0
Eustis,Valid,H4,502.0,Found,1918.0
Eva,Valid,H5,6700.0,Found,1965.0
Faith,Valid,H5,105000.0,Found,1952.0
Farley,Valid,H5,19400.0,Found,1936.0
Faucett,Valid,H5,100000.0,Found,1966.0
Felt,Valid,H6,5400.0,Found,1970.0
Fenbark,Valid,H5,1861.0,Found,1968.0
Ferguson Switch,Valid,H5,1700.0,Found,1937.0
Fife,Valid,H5,8600.0,Found,2003.0
Finger Ridge 00100,Valid,H5,39.61,Found,2000.0
Finger Ridge 00101,Valid,H4,121.79,Found,2000.0
Finger Ridge 00102,Valid,H5,78.11,Found,2000.0
Finger Ridge 01600,Valid,H5,876.2,Found,2001.0
Flagler,Valid,H3.8,4100.0,Found,1972.0
Flandreau,Valid,H5,21360.0,Found,1983.0
Fleming,Valid,H3.7,1750.0,Found,1940.0
Florey,Valid,H6,110800.0,Found,1978.0
Floydada (b),Valid,H5,6266.0,Found,1999.0
Fluvanna (b),Valid,H6,4110.0,Found,1976.0
Forrest 001,Valid,H5,97.7,Found,1967.0
Forrest 003,Valid,H3,74.0,Found,1970.0
Forrest 005,Valid,H4,36.0,Found,1970.0
Forrest 007,Valid,H4,910.0,Found,1979.0
Forrest 011,Valid,H5,34.6,Found,1982.0
Forrest 012,Valid,H5,28.6,Found,1982.0
Forrest 014,Valid,H5,104.0,Found,1990.0
Forrest 015,Valid,H4,82.0,Found,1990.0
Forrest 016,Valid,H5-6,46.87,Found,1992.0
Forrest 017,Valid,H4,4.6,Found,1992.0
Forrest 018,Valid,H6,54.41,Found,1992.0
Forrest 019,Valid,H5,42.94,Found,1992.0
Forrest 026,Valid,H5/6,64.11,Found,1992.0
Forrest 029,Valid,H3-5,6.0,Found,1992.0
Forrest 031,Valid,H4,0.83,Found,1992.0
Forrest 036,Valid,H6,57.0,Found,1991.0
Forrest 037,Valid,H4,10.0,Found,1991.0
Forrest Lakes 002,Valid,H5,52.0,Found,1974.0
Foster,Valid,H4,1992.0,Found,1975.0
Franconia,Valid,H5,100000.0,Found,2002.0
Franklin,Valid,H5,9062.0,Found,1921.0
Frenchman Bay,Valid,H3.5,8800.0,Found,1964.0
Frontier Mountain 01001,Valid,H5/6,3.2,Found,2001.0
Frontier Mountain 01002,Valid,H3,13.6,Found,2001.0
Frontier Mountain 01003,Valid,H6,14.3,Found,2001.0
Frontier Mountain 01004,Valid,H5,7.4,Found,2001.0
Frontier Mountain 01006,Valid,H5,5.6,Found,2001.0
Frontier Mountain 01009,Valid,H6,6.7,Found,2001.0
Frontier Mountain 01010,Valid,H5,0.7,Found,2001.0
Frontier Mountain 01011,Valid,H5,11.6,Found,2001.0
Frontier Mountain 01013,Valid,H3,11.4,Found,2001.0
Frontier Mountain 01014,Valid,H3/4,3.6,Found,2001.0
Frontier Mountain 01015,Valid,H5,1.2,Found,2001.0
Frontier Mountain 01016,Valid,H3,1.6,Found,2001.0
Frontier Mountain 01017,Valid,H3-4,1.5,Found,2001.0
Frontier Mountain 01018,Valid,H5,1.2,Found,2001.0
Frontier Mountain 01019,Valid,H3-6,1.9,Found,2001.0
Frontier Mountain 01020,Valid,H6,2.3,Found,2001.0
Frontier Mountain 01022,Valid,H5,3.5,Found,2001.0
Frontier Mountain 01023,Valid,H6,3.3,Found,2001.0
Frontier Mountain 01026,Valid,H4,2.7,Found,2001.0
Frontier Mountain 01027,Valid,H4,7.3,Found,2001.0
Frontier Mountain 01028,Valid,H6,3.9,Found,2001.0
Frontier Mountain 01031,Valid,H3-6,9.0,Found,2001.0
Frontier Mountain 01032,Valid,H3,27.0,Found,2001.0
Frontier Mountain 01033,Valid,H3-6,6.2,Found,2001.0
Frontier Mountain 01034,Valid,H3,1.0,Found,2001.0
Frontier Mountain 01035,Valid,H3,2.6,Found,2001.0
Frontier Mountain 01036,Valid,H3-6,0.8,Found,2001.0
Frontier Mountain 01037,Valid,H3-6,18.2,Found,2001.0
Frontier Mountain 01038,Valid,H3,3.1,Found,2001.0
Frontier Mountain 01039,Valid,H3/4,22.0,Found,2001.0
Frontier Mountain 01040,Valid,H3/4,13.6,Found,2001.0
Frontier Mountain 01041,Valid,H3-6,4.9,Found,2001.0
Frontier Mountain 01042,Valid,H3-5,2.0,Found,2001.0
Frontier Mountain 01043,Valid,H3-5,0.7,Found,2001.0
Frontier Mountain 01044,Valid,H5,26.6,Found,2001.0
Frontier Mountain 01045,Valid,H4,8.9,Found,2001.0
Frontier Mountain 01046,Valid,H4,5.1,Found,2001.0
Frontier Mountain 01047,Valid,H4/5,0.9,Found,2001.0
Frontier Mountain 01048,Valid,H3/4,6.8,Found,2001.0
Frontier Mountain 01049,Valid,H3/4,44.1,Found,2001.0
Frontier Mountain 01050,Valid,H4-6,3.2,Found,2001.0
Frontier Mountain 01051,Valid,H4,10.6,Found,2001.0
Frontier Mountain 01052,Valid,H3,14.6,Found,2001.0
Frontier Mountain 01053,Valid,H3,8.4,Found,2001.0
Frontier Mountain 01054,Valid,H3,1.3,Found,2001.0
Frontier Mountain 01056,Valid,H3,0.8,Found,2001.0
Frontier Mountain 01057,Valid,H3-6,15.2,Found,2001.0
Frontier Mountain 01058,Valid,H4,1.3,Found,2001.0
Frontier Mountain 01059,Valid,H3,5.4,Found,2001.0
Frontier Mountain 01060,Valid,H6,1.8,Found,2001.0
Frontier Mountain 01061,Valid,H3,4.1,Found,2001.0
Frontier Mountain 01062,Valid,H5,13.3,Found,2001.0
Frontier Mountain 01063,Valid,H3,0.7,Found,2001.0
Frontier Mountain 01065,Valid,H3,1.7,Found,2001.0
Frontier Mountain 01066,Valid,H3,5.6,Found,2001.0
Frontier Mountain 01067,Valid,H3,8.4,Found,2001.0
Frontier Mountain 01068,Valid,H3-6,13.6,Found,2001.0
Frontier Mountain 01069,Valid,H5,5.4,Found,2001.0
Frontier Mountain 01070,Valid,H3,6.6,Found,2001.0
Frontier Mountain 01071,Valid,H4-6,1.7,Found,2001.0
Frontier Mountain 01072,Valid,H5,6.5,Found,2001.0
Frontier Mountain 01073,Valid,H3-6,1.0,Found,2001.0
Frontier Mountain 01074,Valid,H3,3.0,Found,2001.0
Frontier Mountain 01075,Valid,H3,5.5,Found,2001.0
Frontier Mountain 01076,Valid,H4/5,2.1,Found,2001.0
Frontier Mountain 01077,Valid,H6,9.7,Found,2001.0
Frontier Mountain 01080,Valid,H6,0.4,Found,2001.0
Frontier Mountain 01081,Valid,H3-6,3.4,Found,2001.0
Frontier Mountain 01082,Valid,H3-6,5.0,Found,2001.0
Frontier Mountain 01083,Valid,H5-6,11.1,Found,2001.0
Frontier Mountain 01084,Valid,H3,11.5,Found,2001.0
Frontier Mountain 01085,Valid,H4,4.2,Found,2001.0
Frontier Mountain 01086,Valid,H5,9.8,Found,2001.0
Frontier Mountain 01087,Valid,H5,76.4,Found,2001.0
Frontier Mountain 01092,Valid,H3-6,4.9,Found,2001.0
Frontier Mountain 01095,Valid,H6,21.6,Found,2001.0
Frontier Mountain 01096,Valid,H6,3.3,Found,2001.0
Frontier Mountain 01099,Valid,H5-6,3.7,Found,2001.0
Frontier Mountain 01100,Valid,H4,11.3,Found,2001.0
Frontier Mountain 01102,Valid,H4,17.4,Found,2001.0
Frontier Mountain 01104,Valid,H4/5,13.9,Found,2001.0
Frontier Mountain 01105,Valid,H6,2.5,Found,2001.0
Frontier Mountain 01106,Valid,H5,9.5,Found,2001.0
Frontier Mountain 01108,Valid,H6,11.7,Found,2001.0
Frontier Mountain 01109,Valid,H6,4.7,Found,2001.0
Frontier Mountain 01110,Valid,H6,0.8,Found,2001.0
Frontier Mountain 01113,Valid,H6,31.2,Found,2001.0
Frontier Mountain 01114,Valid,H6,0.3,Found,2001.0
Frontier Mountain 01115,Valid,H3,3.4,Found,2001.0
Frontier Mountain 01116,Valid,H3,4.6,Found,2001.0
Frontier Mountain 01117,Valid,H3/4,11.2,Found,2001.0
Frontier Mountain 01118,Valid,H6,4.7,Found,2001.0
Frontier Mountain 01119,Valid,H3,7.2,Found,2001.0
Frontier Mountain 01120,Valid,H3,0.5,Found,2001.0
Frontier Mountain 01121,Valid,H5,5.1,Found,2001.0
Frontier Mountain 01122,Valid,H4-5,3.5,Found,2001.0
Frontier Mountain 01123,Valid,H6,0.7,Found,2001.0
Frontier Mountain 01124,Valid,H6,3.2,Found,2001.0
Frontier Mountain 01125,Valid,H6,0.3,Found,2001.0
Frontier Mountain 01127,Valid,H6,2.9,Found,2001.0
Frontier Mountain 01129,Valid,H6,0.3,Found,2001.0
Frontier Mountain 01130,Valid,H3,3.6,Found,2001.0
Frontier Mountain 01131,Valid,H3,2.0,Found,2001.0
Frontier Mountain 01134,Valid,H5,18.2,Found,2001.0
Frontier Mountain 01135,Valid,H5,1.9,Found,2001.0
Frontier Mountain 01136,Valid,H3,2.4,Found,2001.0
Frontier Mountain 01137,Valid,H5,19.6,Found,2001.0
Frontier Mountain 01138,Valid,H3,4.2,Found,2001.0
Frontier Mountain 01139,Valid,H6,2.2,Found,2001.0
Frontier Mountain 01140,Valid,H6,38.2,Found,2001.0
Frontier Mountain 01141,Valid,H5/6,13.9,Found,2001.0
Frontier Mountain 01142,Valid,H4,0.8,Found,2001.0
Frontier Mountain 01143,Valid,H3,1.4,Found,2001.0
Frontier Mountain 01144,Valid,H3,8.4,Found,2001.0
Frontier Mountain 01145,Valid,H4,12.3,Found,2001.0
Frontier Mountain 01146,Valid,H6,1.0,Found,2001.0
Frontier Mountain 01149,Valid,H4,1.5,Found,2001.0
Frontier Mountain 01150,Valid,H6,11.0,Found,2001.0
Frontier Mountain 01151,Valid,H3,3.6,Found,2001.0
Frontier Mountain 01152,Valid,H4,1.5,Found,2001.0
Frontier Mountain 01153,Valid,H3,6.7,Found,2001.0
Frontier Mountain 01154,Valid,H3-5,8.9,Found,2001.0
Frontier Mountain 01155,Valid,H3,0.3,Found,2001.0
Frontier Mountain 01156,Valid,H3/4,0.1,Found,2001.0
Frontier Mountain 01157,Valid,H5,0.7,Found,2001.0
Frontier Mountain 01158,Valid,H5/6,0.6,Found,2001.0
Frontier Mountain 01159,Valid,H3,0.6,Found,2001.0
Frontier Mountain 01160,Valid,H3,0.9,Found,2001.0
Frontier Mountain 01161,Valid,H5,0.3,Found,2001.0
Frontier Mountain 01162,Valid,H3,2.5,Found,2001.0
Frontier Mountain 01163,Valid,H3,0.9,Found,2001.0
Frontier Mountain 01164,Valid,H4,0.8,Found,2001.0
Frontier Mountain 01165,Valid,H3/4,4.5,Found,2001.0
Frontier Mountain 01166,Valid,H5,5.5,Found,2001.0
Frontier Mountain 01167,Valid,H6,3.9,Found,2001.0
Frontier Mountain 01168,Valid,H5,4.0,Found,2001.0
Frontier Mountain 01169,Valid,H6,6.2,Found,2001.0
Frontier Mountain 01170,Valid,H4-5,4.9,Found,2001.0
Frontier Mountain 01171,Valid,H6,3.8,Found,2001.0
Frontier Mountain 03002,Valid,H6,12.7,Found,2003.0
Frontier Mountain 03003,Valid,H3,15.3,Found,2003.0
Frontier Mountain 03004,Valid,H5/6,4.5,Found,2003.0
Frontier Mountain 03006,Valid,H6,8.4,Found,2003.0
Frontier Mountain 03007,Valid,H5,1.8,Found,2003.0
Frontier Mountain 03008,Valid,H6,4.67,Found,2003.0
Frontier Mountain 03009,Valid,H6,7.13,Found,2003.0
Frontier Mountain 03012,Valid,H5,10.5,Found,2003.0
Frontier Mountain 03014,Valid,H5,3.26,Found,2003.0
Frontier Mountain 03015,Valid,H5,2.65,Found,2003.0
Frontier Mountain 03016,Valid,H5,2.71,Found,2003.0
Frontier Mountain 03017,Valid,H5,17.39,Found,2003.0
Frontier Mountain 03018,Valid,H6,3.99,Found,2003.0
Frontier Mountain 03019,Valid,H6,9.02,Found,2003.0
Frontier Mountain 03021,Valid,H6,7.3,Found,2003.0
Frontier Mountain 03023,Valid,H6,1.84,Found,2003.0
Frontier Mountain 03024,Valid,H4,1.53,Found,2003.0
Frontier Mountain 03025,Valid,H6,3.0,Found,2003.0
Frontier Mountain 03028,Valid,H5,10.17,Found,2003.0
Frontier Mountain 03029,Valid,H5,26.11,Found,2003.0
Frontier Mountain 03031,Valid,H6,3.44,Found,2003.0
Frontier Mountain 03034,Valid,H5,6.74,Found,2003.0
Frontier Mountain 03036,Valid,H5,7.18,Found,2003.0
Frontier Mountain 03039,Valid,H5,1.31,Found,2003.0
Frontier Mountain 03040,Valid,H5,3.35,Found,2003.0
Frontier Mountain 03041,Valid,H3-4,12.31,Found,2003.0
Frontier Mountain 03042,Valid,H4,15.47,Found,2003.0
Frontier Mountain 03043,Valid,H4-5,6.32,Found,2003.0
Frontier Mountain 03044,Valid,H6,5.4,Found,2003.0
Frontier Mountain 03045,Valid,H6,3.71,Found,2003.0
Frontier Mountain 03046,Valid,H5-6,11.55,Found,2003.0
Frontier Mountain 03047,Valid,H4/5,8.23,Found,2003.0
Frontier Mountain 03048,Valid,H6,9.75,Found,2003.0
Frontier Mountain 03051,Valid,H6,5.54,Found,2003.0
Frontier Mountain 03052,Valid,H6,4.51,Found,2003.0
Frontier Mountain 03053,Valid,H6,21.54,Found,2003.0
Frontier Mountain 03055,Valid,H4,3.37,Found,2003.0
Frontier Mountain 03056,Valid,H5,3.84,Found,2003.0
Frontier Mountain 03058,Valid,H6,2.42,Found,2003.0
Frontier Mountain 03060,Valid,H6,1.59,Found,2003.0
Frontier Mountain 03061,Valid,H3-4,1.75,Found,2004.0
Frontier Mountain 03062,Valid,H3,1.63,Found,2004.0
Frontier Mountain 03063,Valid,H5,9.57,Found,2004.0
Frontier Mountain 03064,Valid,H4,3.51,Found,2004.0
Frontier Mountain 03065,Valid,H5,26.43,Found,2004.0
Frontier Mountain 03066,Valid,H6,4.34,Found,2004.0
Frontier Mountain 03067,Valid,H3,2.25,Found,2004.0
Frontier Mountain 03068,Valid,H3,0.73,Found,2004.0
Frontier Mountain 03069,Valid,H3-6,1.52,Found,2004.0
Frontier Mountain 03070,Valid,H3,0.46,Found,2004.0
Frontier Mountain 03071,Valid,H5/6,0.17,Found,2004.0
Frontier Mountain 03072,Valid,H4,1.94,Found,2004.0
Frontier Mountain 03073,Valid,H6,0.41,Found,2004.0
Frontier Mountain 03074,Valid,H5,12.05,Found,2004.0
Frontier Mountain 03076,Valid,H4,24.27,Found,2003.0
Frontier Mountain 03077,Valid,H5,352.2,Found,2003.0
Frontier Mountain 03079,Valid,H6,19.1,Found,2003.0
Frontier Mountain 03080,Valid,H3,2.05,Found,2003.0
Frontier Mountain 03081,Valid,H4,42.9,Found,2003.0
Frontier Mountain 03082,Valid,H4-6,3.16,Found,2003.0
Frontier Mountain 03083,Valid,H3-6,8.25,Found,2003.0
Frontier Mountain 03084,Valid,H3-5,2.51,Found,2003.0
Frontier Mountain 03085,Valid,H5,19.51,Found,2003.0
Frontier Mountain 03086,Valid,H5,14.96,Found,2003.0
Frontier Mountain 03087,Valid,H4,8.76,Found,2004.0
Frontier Mountain 03088,Valid,H4,16.07,Found,2004.0
Frontier Mountain 03089,Valid,H3/4,5.6,Found,2004.0
Frontier Mountain 03091,Valid,H3,0.7,Found,2004.0
Frontier Mountain 03092,Valid,H6,2.29,Found,2004.0
Frontier Mountain 03097,Valid,H4,0.74,Found,2004.0
Frontier Mountain 03098,Valid,H4,0.95,Found,2004.0
Frontier Mountain 03099,Valid,H5,17.16,Found,2004.0
Frontier Mountain 03100,Valid,H4,0.9,Found,2004.0
Frontier Mountain 09001,Valid,H5,4.0,Found,2009.0
Frontier Mountain 09004,Valid,H6,0.4,Found,2009.0
Frontier Mountain 09005,Valid,H4,15.1,Found,2009.0
Frontier Mountain 09009,Valid,H5,19.7,Found,2009.0
Frontier Mountain 09010,Valid,H6,0.6,Found,2009.0
Frontier Mountain 09011,Valid,H6,4.5,Found,2009.0
Frontier Mountain 09012,Valid,H6,12.7,Found,2009.0
Frontier Mountain 09014,Valid,H6,10.6,Found,2009.0
Frontier Mountain 09015,Valid,H6,27.3,Found,2009.0
Frontier Mountain 09016,Valid,H4,8.5,Found,2009.0
Frontier Mountain 09018,Valid,H5,41.4,Found,2009.0
Frontier Mountain 09020,Valid,H4,12.9,Found,2009.0
Frontier Mountain 09022,Valid,H6,8.2,Found,2009.0
Frontier Mountain 09023,Valid,H5,26.0,Found,2009.0
Frontier Mountain 09024,Valid,H5,13.7,Found,2009.0
Frontier Mountain 09025,Valid,H4,11.7,Found,2009.0
Frontier Mountain 10002,Valid,H6,2.7,Found,2011.0
Frontier Mountain 10015,Valid,H4,3.5,Found,2011.0
Frontier Mountain 10018,Valid,H6,2.6,Found,2011.0
Frontier Mountain 10019,Valid,H4,4.3,Found,2011.0
Frontier Mountain 10024,Valid,H5,3.9,Found,2011.0
Frontier Mountain 10027,Valid,H5,4.0,Found,2011.0
Frontier Mountain 10028,Valid,H4,0.9,Found,2011.0
Frontier Mountain 10035,Valid,H6,2.5,Found,2011.0
Frontier Mountain 10041,Valid,H6,0.4,Found,2011.0
Frontier Mountain 10044,Valid,H4,15.2,Found,2011.0
Frontier Mountain 10057,Valid,H3,3.0,Found,2011.0
Frontier Mountain 10074,Valid,H6,3.9,Found,2011.0
Frontier Mountain 10075,Valid,H6,2.1,Found,2011.0
Frontier Mountain 10076,Valid,H4,2.5,Found,2011.0
Frontier Mountain 10077,Valid,H6,3.5,Found,2011.0
Frontier Mountain 10084,Valid,H5,1.0,Found,2011.0
Frontier Mountain 10086,Valid,H6,4.7,Found,2011.0
Frontier Mountain 10087,Valid,H6,2.4,Found,2011.0
Frontier Mountain 10101,Valid,H5,1.2,Found,2011.0
Frontier Mountain 10103,Valid,H6,1.5,Found,2011.0
Frontier Mountain 10104,Valid,H4,0.6,Found,2011.0
Frontier Mountain 10107,Valid,H5,1.8,Found,2011.0
Frontier Mountain 10109,Valid,H5,2.4,Found,2011.0
Frontier Mountain 84003,Valid,H6,19.4,Found,1984.0
Frontier Mountain 84004,Valid,H6,8.2,Found,1984.0
Frontier Mountain 84005,Valid,H3,19.4,Found,1984.0
Frontier Mountain 84006,Valid,H5,7.1,Found,1984.0
Frontier Mountain 84007,Valid,H6,23.5,Found,1984.0
Frontier Mountain 84008,Valid,H5,3.3,Found,1984.0
Frontier Mountain 84009,Valid,H4,9.6,Found,1984.0
Frontier Mountain 84010,Valid,H3,6.8,Found,1984.0
Frontier Mountain 84011,Valid,H4,1.9,Found,1984.0
Frontier Mountain 84012,Valid,H5,1.6,Found,1984.0
Frontier Mountain 84013,Valid,H4,6.8,Found,1984.0
Frontier Mountain 84015,Valid,H4,1.4,Found,1984.0
Frontier Mountain 84016,Valid,H4,4.9,Found,1984.0
Frontier Mountain 84017,Valid,H4,2.0,Found,1984.0
Frontier Mountain 84018,Valid,H4,1.1,Found,1984.0
Frontier Mountain 84019,Valid,H5,1.2,Found,1984.0
Frontier Mountain 84020,Valid,H5,1.2,Found,1984.0
Frontier Mountain 84021,Valid,H4,16.2,Found,1984.0
Frontier Mountain 84022,Valid,H3,5.8,Found,1984.0
Frontier Mountain 84023,Valid,H3,4.9,Found,1984.0
Frontier Mountain 84024,Valid,H5,2.5,Found,1984.0
Frontier Mountain 84025,Valid,H4,11.1,Found,1984.0
Frontier Mountain 84026,Valid,H4,9.0,Found,1984.0
Frontier Mountain 84027,Valid,H3,6.7,Found,1984.0
Frontier Mountain 84028,Valid,H4,3.8,Found,1984.0
Frontier Mountain 84029,Valid,H5,2.4,Found,1984.0
Frontier Mountain 84030,Valid,H3,0.7,Found,1984.0
Frontier Mountain 84031,Valid,H3,1.7,Found,1984.0
Frontier Mountain 84032,Valid,H3,1.5,Found,1984.0
Frontier Mountain 84033,Valid,H5,1.2,Found,1984.0
Frontier Mountain 84034,Valid,H5,1.6,Found,1984.0
Frontier Mountain 84035,Valid,H6,9.8,Found,1984.0
Frontier Mountain 84036,Valid,H3,13.2,Found,1984.0
Frontier Mountain 84037,Valid,H4,10.5,Found,1984.0
Frontier Mountain 90001,Valid,H6,76.1,Found,1991.0
Frontier Mountain 90002,Valid,H5/6,22.1,Found,1991.0
Frontier Mountain 90003,Valid,H3.6,26.1,Found,1991.0
Frontier Mountain 90005,Valid,H4,18.2,Found,1991.0
Frontier Mountain 90007,Valid,H5/6,5.9,Found,1990.0
Frontier Mountain 90010,Valid,H5,5.5,Found,1990.0
Frontier Mountain 90012,Valid,H5,6.9,Found,1991.0
Frontier Mountain 90014,Valid,H6,7.2,Found,1991.0
Frontier Mountain 90015,Valid,H4-5,11.7,Found,1991.0
Frontier Mountain 90016,Valid,H6,3.6,Found,1990.0
Frontier Mountain 90017,Valid,H6,2.3,Found,1990.0
Frontier Mountain 90018,Valid,H4,1.4,Found,1991.0
Frontier Mountain 90021,Valid,H5,1.3,Found,1990.0
Frontier Mountain 90022,Valid,H4,10.8,Found,1990.0
Frontier Mountain 90023,Valid,H4,2.7,Found,1990.0
Frontier Mountain 90024,Valid,H5,16.5,Found,1990.0
Frontier Mountain 90025,Valid,H6,11.8,Found,1990.0
Frontier Mountain 90026,Valid,H5,5.5,Found,1990.0
Frontier Mountain 90027,Valid,H3,16.0,Found,1990.0
Frontier Mountain 90029,Valid,H4,16.5,Found,1990.0
Frontier Mountain 90030,Valid,H4,7.2,Found,1990.0
Frontier Mountain 90031,Valid,H4,8.4,Found,1990.0
Frontier Mountain 90032,Valid,H3.4,1.6,Found,1990.0
Frontier Mountain 90033,Valid,H6,7.5,Found,1990.0
Frontier Mountain 90037,Valid,H5,13.1,Found,1990.0
Frontier Mountain 90038,Valid,H5,3.3,Found,1990.0
Frontier Mountain 90040,Valid,H5,5.2,Found,1990.0
Frontier Mountain 90041,Valid,H6,5.1,Found,1990.0
Frontier Mountain 90043,Valid,H6,38.4,Found,1990.0
Frontier Mountain 90046,Valid,H6,9.46,Found,1990.0
Frontier Mountain 90048,Valid,H6,20.3,Found,1990.0
Frontier Mountain 90049,Valid,H5/6,9.5,Found,1990.0
Frontier Mountain 90050,Valid,H5,15.8,Found,1990.0
Frontier Mountain 90051,Valid,H6,8.1,Found,1990.0
Frontier Mountain 90053,Valid,H5,9.3,Found,1990.0
Frontier Mountain 90055,Valid,H6,4.6,Found,1990.0
Frontier Mountain 90057,Valid,H6,3.8,Found,1990.0
Frontier Mountain 90059,Valid,H5,30.4,Found,1990.0
Frontier Mountain 90060,Valid,H6,0.89,Found,1990.0
Frontier Mountain 90061,Valid,H6,8.4,Found,1990.0
Frontier Mountain 90063,Valid,H6,0.49,Found,1990.0
Frontier Mountain 90064,Valid,H6,3.5,Found,1990.0
Frontier Mountain 90067,Valid,H6,8.9,Found,1990.0
Frontier Mountain 90068,Valid,H6,4.8,Found,1990.0
Frontier Mountain 90069,Valid,H6,17.7,Found,1990.0
Frontier Mountain 90072,Valid,H5,108.1,Found,1990.0
Frontier Mountain 90073,Valid,H6,20.6,Found,1990.0
Frontier Mountain 90074,Valid,H6,7.7,Found,1990.0
Frontier Mountain 90075,Valid,H5,21.0,Found,1990.0
Frontier Mountain 90076,Valid,H4/5,10.5,Found,1990.0
Frontier Mountain 90078,Valid,H5,7.8,Found,1991.0
Frontier Mountain 90081,Valid,H6,1.31,Found,1991.0
Frontier Mountain 90082,Valid,H5,60.48,Found,1991.0
Frontier Mountain 90085,Valid,H5,7.4,Found,1991.0
Frontier Mountain 90087,Valid,H5,8.3,Found,1991.0
Frontier Mountain 90088,Valid,H6,1.6,Found,1991.0
Frontier Mountain 90091,Valid,H5,8.29,Found,1991.0
Frontier Mountain 90092,Valid,H4,3.51,Found,1991.0
Frontier Mountain 90093,Valid,H6,3.61,Found,1991.0
Frontier Mountain 90094,Valid,H5,9.11,Found,1991.0
